Date,AMZN
2010-01-04 00:00:00+00:00,-0.004608929715363752
2010-01-05 00:00:00+00:00,0.0058998892697967875
2010-01-06 00:00:00+00:00,-0.018115634693665172
2010-01-07 00:00:00+00:00,-0.0170132608680289
2010-01-08 00:00:00+00:00,0.027076941270094634
2010-01-11 00:00:00+00:00,-0.024041349123433142
2010-01-12 00:00:00+00:00,-0.022715100723843973
2010-01-13 00:00:00+00:00,0.013820227706130561
2010-01-14 00:00:00+00:00,-0.013631832674516842
2010-01-15 00:00:00+00:00,-0.001648991677534517
2010-01-19 00:00:00+00:00,0.0036967069581697043
2010-01-20 00:00:00+00:00,-0.014340538789756496
2010-01-21 00:00:00+00:00,0.006678298086381096
2010-01-22 00:00:00+00:00,-0.040988790522968555
2010-01-25 00:00:00+00:00,-0.009223380956577043
2010-01-26 00:00:00+00:00,-0.006898859792041745
2010-01-27 00:00:00+00:00,0.02736856926343112
2010-01-28 00:00:00+00:00,0.02672098402100187
2010-01-29 00:00:00+00:00,-0.004919409864532542
2010-02-01 00:00:00+00:00,-0.05214897242564975
2010-02-02 00:00:00+00:00,-0.006309397554944973
2010-02-03 00:00:00+00:00,0.008296611113712604
2010-02-04 00:00:00+00:00,-0.026532324835409127
2010-02-05 00:00:00+00:00,0.01250650849415047
2010-02-08 00:00:00+00:00,-0.004770483687287164
2010-02-09 00:00:00+00:00,0.010271406593340249
2010-02-10 00:00:00+00:00,-0.005676555667534444
2010-02-11 00:00:00+00:00,0.023261738417602817
2010-02-12 00:00:00+00:00,-0.003580666323654169
2010-02-16 00:00:00+00:00,-0.017800380322078313
2010-02-17 00:00:00+00:00,-0.010380387269823488
2010-02-18 00:00:00+00:00,0.015217956529471444
2010-02-19 00:00:00+00:00,-0.004742526905884836
2010-02-22 00:00:00+00:00,0.004169484937147416
2010-02-23 00:00:00+00:00,-0.006524842525746033
2010-02-24 00:00:00+00:00,0.021153202443078722
2010-02-25 00:00:00+00:00,-0.012696326904130362
